tick,equity,drawdown
50,95782.53000000001,0.042174699999999864
100,91050.37,0.08949630000000004
150,88281.94,0.11718059999999998
200,118170.35,0.0
250,115496.34999999999,0.02262834966639275
300,113642.06000000001,0.038320018515642824
350,105249.54000000001,0.10934054100711385
400,123001.88,0.0
450,126390.56000000001,0.0
500,133042.25999999998,0.0
550,146444.74999999997,0.0
600,152347.13999999987,0.0
650,154400.07999999984,0.0
700,139606.5999999998,0.09581264465666116
750,180421.74999999988,0.0
800,165056.2699999999,0.08516423324793153
850,176919.48999999996,0.019411517735527586
900,172821.28999999992,0.042126074045950486
950,248501.16999999993,0.0
1000,260021.36999999988,0.0
1050,255651.07999999987,0.01680742625115778
1100,254144.35999999984,0.022602026902635124
1150,235862.25999999983,0.09291201719304862
1200,243086.8599999998,0.06512737779975575
1250,268080.7299999998,0.0
1300,283202.42999999976,0.0
1350,285949.6,0.0
1400,299120.73000000004,0.0
1450,322760.81000000006,0.0
1500,331779.30000000005,0.0
1550,347970.4499999999,0.0
1600,354366.39999999985,0.0
1650,384823.6099999998,0.0
1700,404807.7499999999,0.0
1750,416612.6299999998,0.0
1800,415750.76999999967,0.0020687322897534406
1850,450525.0299999996,0.0
1900,461657.0299999996,0.0
1950,453140.5299999997,0.018447677489065745
2000,459540.75999999966,0.004584074025689508
2050,470023.9399999996,0.0
2100,467275.5699999997,0.0058472979057191884
2150,460993.06999999966,0.019213638352122968
2200,465710.97999999963,0.009176043245797154
2250,469969.84999999957,0.00011507924468703798
2300,497810.28999999963,0.0
2350,502495.4299999997,0.0
2400,535791.8299999997,0.0
2450,525742.3799999999,0.018756258377437076
2500,515081.72999999986,0.03865325829996301
2550,500090.5099999999,0.06663281894387947
2600,508604.78999999986,0.05074179649211873
2650,546696.5099999998,0.0
2700,536971.1799999998,0.017789266662777786
2750,589018.88,0.0
2800,590635.48,0.0
2850,617212.5599999999,0.0
2900,613508.5199999999,0.006001238860077697
2950,616250.8799999999,0.0015581017988358036
3000,638608.6100000001,0.0
3050,627307.63,0.01769625373513222
3100,640684.5400000002,0.0
3150,639556.3900000002,0.0017608509797971815
3200,692481.5200000004,0.0
3250,681688.8100000005,0.015585556709152095
3300,749516.000000001,0.0
3350,743410.7400000009,0.008145603295993838
3400,740877.9200000009,0.011524877387540999
3450,737441.2100000007,0.01611011639511414
3500,729996.1000000006,0.0260433399687271
3550,743402.4100000006,0.008156717134791552
3600,729884.3800000008,0.0261923961596553
3650,736986.1700000006,0.016717228184588998
3700,729981.6000000007,0.026062685786561388
3750,718312.4600000007,0.04163158625032733
3800,716105.9500000004,0.044575499388939774
3850,722646.5500000002,0.03584906793183981
3900,712534.6000000002,0.049340374321563234
3950,748139.7600000001,0.001836171609413168
4000,756657.0499999999,0.0
4050,770168.9099999998,0.0
4100,801590.0299999999,0.0
4150,797551.87,0.0050376874073644815
4200,823825.3999999999,0.0
4250,835433.19,0.0
4300,847179.1300000002,0.0
4350,851419.3100000002,0.0
4400,856110.5800000003,0.0
4450,844774.4300000003,0.013241455326950894
4500,834970.8900000004,0.02469270967308912
4550,833374.6700000003,0.026557211803176203
4600,829309.4200000003,0.031305722211726464
4650,807139.3300000002,0.057202014721042346
4700,799110.2500000001,0.06658056953343594
4750,812980.8900000002,0.05037864384294847
4800,847713.6,0.009808289017991493
4850,949429.7000000002,0.0
4900,977263.5100000002,0.0
4950,1027594.7700000003,0.0
5000,1032221.2100000004,0.0
5050,1043077.0700000008,0.0
