tick,equity,drawdown
50,87744.54500000001,0.12255454999999987
100,82910.9525,0.17089047500000001
150,85461.6725,0.145383275
200,44356.46000000001,0.5564353999999999
250,51236.47500000001,0.48763524999999985
300,24757.11750000001,0.752428825
350,27791.245000000014,0.7220875499999999
400,41461.73250000002,0.5853826749999999
450,53383.03000000002,0.4661696999999998
500,37320.642500000016,0.6267935749999999
550,4139.5800000000145,0.9586041999999998
600,7913.955000000013,0.9208604499999998
650,24818.79000000001,0.7518120999999999
700,13797.817500000016,0.8620218249999998
750,50094.91000000001,0.4990508999999999
800,17160.352500000005,0.8283964749999999
850,-4720.222499999995,1.047202225
900,3293.317500000003,0.967066825
950,-77852.02500000001,1.7785202500000001
1000,-109349.755,2.09349755
1050,-134608.825,2.34608825
1100,-123876.87500000004,2.2387687500000006
1150,-116414.66250000005,2.1641466250000003
1200,-128566.85000000003,2.2856685000000003
1250,-121006.57000000002,2.2100657
1300,-175194.8825,2.751948825
1350,-159669.12750000003,2.5966912750000004
1400,-199261.4025,2.9926140249999995
1450,-192718.95249999998,2.927189525
1500,-218447.20249999998,3.1844720250000003
1550,-224945.05000000002,3.2494505000000005
1600,-246361.51249999998,3.4636151249999996
1650,-258808.18500000006,3.5880818500000005
1700,-244116.0675,3.441160675
1750,-262511.73250000004,3.6251173250000006
1800,-371856.44499999995,4.71856445
1850,-416917.54,5.169175399999999
1900,-441253.8925,5.412538925000001
1950,-440554.605,5.40554605
2000,-446591.695,5.46591695
2050,-451410.76250000007,5.514107625
2100,-451967.32250000007,5.519673225
2150,-463739.835,5.63739835
2200,-477179.26999999996,5.7717927
2250,-485139.90499999997,5.85139905
2300,-546007.445,6.46007445
2350,-543468.4099999998,6.434684099999998
2400,-552625.6824999995,6.5262568249999955
2450,-555968.9724999995,6.559689724999995
2500,-560805.0974999993,6.608050974999993
2550,-568677.2174999993,6.6867721749999935
2600,-624834.7624999991,7.248347624999991
2650,-673310.6299999991,7.73310629999999
2700,-669930.702499999,7.69930702499999
2750,-641385.349999999,7.41385349999999
2800,-644569.827499999,7.44569827499999
2850,-639312.7124999989,7.393127124999989
2900,-635934.5699999984,7.3593456999999844
2950,-678143.3499999985,7.781433499999984
3000,-674581.7399999986,7.745817399999986
3050,-669453.2399999986,7.694532399999986
3100,-668010.2499999988,7.680102499999989
3150,-692088.7874999989,7.920887874999989
3200,-751809.582499999,8.518095824999989
3250,-765467.6249999992,8.654676249999993
3300,-899512.182499999,9.99512182499999
3350,-904617.857499999,10.04617857499999
3400,-927225.3074999988,10.272253074999988
3450,-942474.0274999988,10.424740274999989
3500,-957782.6349999987,10.577826349999988
3550,-965432.7949999988,10.654327949999988
3600,-996928.0824999986,10.969280824999986
3650,-1005290.9449999987,11.052909449999987
3700,-1005172.4349999987,11.051724349999986
3750,-1007872.7299999987,11.078727299999986
3800,-982072.3849999987,10.820723849999988
3850,-979673.3449999988,10.796733449999989
3900,-996197.5724999988,10.961975724999988
3950,-974620.3524999988,10.746203524999986
4000,-991344.1424999988,10.913441424999986
4050,-1006442.6324999987,11.064426324999987
4100,-1031497.9999999987,11.314979999999986
4150,-1043721.2399999987,11.437212399999988
4200,-1074797.1499999985,11.747971499999984
4250,-1059553.0049999987,11.595530049999986
4300,-1093609.6724999987,11.936096724999986
4350,-1112575.444999999,12.12575444999999
4400,-1123120.5324999995,12.231205324999996
4450,-1115027.2574999996,12.150272574999995
4500,-1116193.7699999998,12.161937699999998
4550,-1135268.3175,12.352683175
4600,-1136064.705,12.36064705
4650,-1151216.6000000003,12.512166000000004
4700,-1172375.7675,12.723757675
4750,-1185974.18,12.8597418
4800,-1159076.7149999996,12.590767149999996
4850,-1128966.0974999995,12.289660974999995
4900,-1195139.5574999992,12.951395574999992
4950,-1291849.4599999988,13.918494599999988
5000,-1365440.394999999,14.65440394999999
5050,-1337815.2749999992,14.378152749999993
