tick,equity,drawdown
50,97876.61499999999,0.021233850000000092
100,100520.95999999999,0.0
150,96623.99250000001,0.03876771073415917
200,123573.4075,0.0
250,116177.82,0.059847726542622
300,131161.07,0.0
350,113314.615,0.13606518306079693
400,86076.10999999999,0.34373736048356435
450,75370.15499999997,0.42536184707855795
500,66445.70499999996,0.49340375920995494
550,95481.92749999996,0.2720253997622926
600,76784.28499999995,0.4145802180479319
650,52829.589999999946,0.5972159269514961
700,60883.807499999944,0.5358088531909664
750,-2009.24500000006,1.0153189128451
800,17394.90749999994,0.8673775114826378
850,37849.69249999994,0.7114258636346902
900,22249.60499999994,0.8303642612857616
950,53439.55999999994,0.5925653854455446
1000,63284.44499999994,0.5175058803652642
1050,64973.98499999995,0.5046244666957966
1100,42350.94499999994,0.6771073535767896
1150,-12753.475000000064,1.09723521621164
1200,-30329.79500000006,1.2312408323597854
1250,-64619.50000000006,1.492672863983193
1300,-38689.397500000065,1.294976226558689
1350,-67279.22750000007,1.5129511942834872
1400,-49066.62500000008,1.374094424511786
1450,-59836.86750000009,1.456209052731882
1500,-44318.02500000009,1.3378900843062662
1550,-57540.3550000001,1.4386999511364165
1600,-44086.8475000001,1.336127537690872
1650,-58658.387500000084,1.4472240696115095
1700,-68220.96000000011,1.520131163919295
1750,-68618.61500000009,1.5231629705369139
1800,-93792.89500000008,1.7150970558565897
1850,-70925.40000000005,1.5407503918655134
1900,-59915.25000000006,1.456806657646206
1950,-74997.52250000005,1.5717971231860188
2000,-72247.37000000004,1.550829373380379
2050,-113729.07750000003,1.8670947675251506
2100,-134818.02000000002,2.027881367542976
2150,-127979.20000000004,1.9757407438045453
2200,-118854.91000000005,1.9061752088481745
2250,-115256.90500000003,1.8787432505697004
2300,-79626.32000000004,1.6070880635542242
2350,-94746.17750000003,1.7223650851582717
2400,-135182.31250000003,2.030658811337846
2450,-141312.63500000004,2.0773976988751315
2500,-162347.10250000004,2.2377689698627803
2550,-187315.5625,2.428133839560778
2600,-191767.84,2.462078953762729
2650,-160513.58749999997,2.2237898600552737
2700,-174593.47499999998,2.3311379283502336
2750,-237896.86749999996,2.813776507770179
2800,-268369.82500000007,3.0461088415945374
2850,-296504.2950000001,3.2606120474619495
2900,-329684.5474999999,3.5135853763620557
2950,-307223.87999999995,3.3423404520868876
3000,-343925.7525,3.622163363717603
3050,-380623.02750000014,3.9019512230267726
3100,-394200.7850000002,4.005470944999154
3150,-392455.0525000002,3.9921611077128314
3200,-373997.08750000026,3.8514336418573
3250,-434183.0975000003,4.3103046315495925
3300,-377880.3025000003,3.8810401020668728
3350,-398518.6825000002,4.038391517391556
3400,-432760.6850000001,4.299459854970687
3450,-434623.58750000014,4.313663021352298
3500,-421303.0925000001,4.2121047236043445
3550,-432193.76250000007,4.295137516795189
3600,-417999.58250000014,4.186918058079277
3650,-413345.96250000014,4.151437865671576
3700,-422735.65000000014,4.223026847829163
3750,-423116.72250000015,4.22593222592649
3800,-459833.90000000014,4.505871826144756
3850,-473199.73250000016,4.607775786672068
3900,-475366.0550000002,4.624292291912533
3950,-512437.9375000002,4.906936238778779
4000,-500194.8450000002,4.813592287711592
4050,-494889.38250000024,4.773142308918342
4100,-494050.06250000023,4.76674315404716
4150,-485038.59750000027,4.698037820978437
4200,-464224.4350000003,4.539346202344952
4250,-479107.1875000003,4.652815484808109
4300,-456415.14000000025,4.479806470014313
4350,-448505.8675000002,4.419504487878912
4400,-464918.24000000017,4.544635919789311
4450,-468532.54250000016,4.57219213368723
4500,-467846.8925000002,4.566964591703926
4550,-451925.8725000002,4.445579336155157
4600,-461345.96000000025,4.517400094403013
4650,-459763.4675000003,4.505334833727724
4700,-442044.4250000002,4.370241070768943
4750,-437602.3750000001,4.336373933210518
4800,-498322.7900000001,4.799319340715962
4850,-624992.895,5.765079264754397
4900,-719945.0875000001,6.489015052255979
4950,-844467.8425000004,7.438403121444498
5000,-854061.6725000003,7.511548529605625
5050,-923203.0850000003,8.038697419897536
